date,open,high,low,close,volume,log_return,cumulative_log_return
2024-04-01 09:59:00,7588.1,7594.95,7583.6,7590.5,7682.7,,
2024-04-01 10:09:00,7605.3,7611.15,7602.1,7608.25,6972.4,0.002335719459787078,0.002335719459787078
2024-04-01 10:19:00,7619.9,7622.0,7618.65,7620.65,3475.1,0.0016284830474106368,0.003964202507197715
2024-04-01 10:29:00,7629.8,7631.25,7628.0,7629.75,3317.2,0.0011934114619999085,0.005157613969197623
2024-04-01 10:39:00,7620.1,7620.9,7618.5,7619.45,1282.3,-0.0013508907439573733,0.0038067232252402498
2024-04-01 10:49:00,7624.7,7626.75,7623.6,7625.45,1106.2,0.0007871485296461813,0.004593871754886431
2024-04-01 10:59:00,7626.75,7628.1,7625.05,7626.95,659.4,0.00019669035756161274,0.004790562112448044
2024-04-01 11:09:00,7631.4,7633.95,7630.1,7632.5,1609.4,0.0007274181238152525,0.005517980236263297
2024-04-01 11:19:00,7639.4,7641.0,7637.3,7639.35,1213.0,0.0008970753981181387,0.006415055634381436
2024-04-01 11:29:00,7640.95,7642.35,7640.1,7641.55,751.4,0.00028794115728782464,0.006702996791669261
2024-04-01 11:39:00,7640.05,7640.7,7638.6,7639.3,915.7,-0.00029448623816874357,0.006408510553500517
2024-04-01 11:49:00,7625.55,7626.8,7623.1,7624.45,3085.0,-0.0019457871997751622,0.004462723353725355
2024-04-01 11:59:00,7623.2,7625.7,7620.75,7622.6,2902.5,-0.00024266989471119862,0.004220053459014156
2024-04-01 12:09:00,7628.15,7630.3,7627.7,7629.3,938.7,0.000878579118795437,0.005098632577809593
2024-04-01 12:19:00,7633.25,7633.75,7632.75,7633.25,534.4,0.0005176068334832541,0.005616239411292847
2024-04-01 12:29:00,7636.35,7638.1,7634.55,7636.15,851.8,0.0003798446612004589,0.005996084072493306
2024-04-01 12:39:00,7640.25,7642.2,7639.4,7641.0,1048.6,0.0006349352023036237,0.00663101927479693
2024-04-01 12:49:00,7642.65,7643.6,7641.8,7642.75,945.1,0.00022900139136625464,0.006860020666163185
2024-04-01 12:59:00,7640.95,7641.45,7639.85,7640.5,529.2,-0.0002944399936211301,0.006565580672542055
2024-04-01 13:09:00,7634.1,7635.8,7632.8,7634.45,713.5,-0.0007921466605603646,0.00577343401198169
2024-04-01 13:19:00,7635.9,7636.25,7635.5,7635.95,390.3,0.00019645850859499554,0.005969892520576685
2024-04-01 13:29:00,7636.35,7637.3,7635.5,7636.6,750.9,8.512003567098292e-05,0.006055012556247668
2024-04-01 13:39:00,7641.45,7642.6,7640.1,7641.75,1158.8,0.0006741565934870094,0.006729169149734677
2024-04-01 13:49:00,7639.45,7640.3,7638.15,7638.8,908.3,-0.00038611176124537865,0.006343057388489298
2024-04-01 13:59:00,7634.8,7635.5,7633.9,7634.5,1072.2,-0.0005630741376927048,0.005779983250796593
2024-04-01 14:09:00,7630.85,7631.45,7629.6,7630.4,535.8,-0.0005371800796064787,0.005242803171190115
2024-04-01 14:19:00,7625.4,7625.95,7624.65,7624.95,606.1,-0.000714503466896414,0.004528299704293701
2024-04-01 14:29:00,7626.4,7627.9,7625.25,7626.9,1023.2,0.0002557066861561487,0.00478400639044985
2024-04-01 14:39:00,7626.65,7627.2,7625.4,7626.5,287.6,-5.24473232316985e-05,0.004731559067218152
2024-04-01 14:49:00,7623.3,7624.05,7622.35,7623.0,1078.9,-0.0004590314517140457,0.004272527615504106
2024-04-01 14:59:00,7620.1,7620.6,7619.25,7619.65,812.5,-0.00043955612100762804,0.0038329714944964777
2024-04-01 15:09:00,7621.2,7622.35,7620.1,7621.6,656.9,0.0002558845253035394,0.004088856019800017
2024-04-01 15:19:00,7627.25,7628.4,7626.6,7627.75,870.3,0.000806591800100067,0.004895447819900083
2024-04-01 15:29:00,7628.1,7628.9,7626.9,7627.85,387.0,1.3109939956799332e-05,0.004908557759856883
2024-04-01 15:39:00,7628.6,7629.15,7628.25,7628.95,180.0,0.00014419799720862727,0.00505275575706551
2024-04-01 15:49:00,7628.55,7629.4,7627.7,7628.8,146.2,-1.9662138913565796e-05,0.005033093618151944
2024-04-01 15:59:00,7627.95,7628.75,7626.75,7627.7,191.0,-0.0001442008326820399,0.004888892785469904
2024-04-01 16:09:00,7626.5,7626.95,7625.55,7626.5,372.9,-0.0001573337182513822,0.004731559067218522
2024-04-01 16:19:00,7628.8,7629.2,7627.65,7628.25,1001.5,0.00022943673382738567,0.004960995801045908
2024-04-01 16:29:00,7629.4,7629.45,7628.3,7629.05,384.3,0.00010486783385433151,0.0050658636349002395
2024-04-01 16:39:00,7631.0,7631.15,7630.1,7630.95,848.8,0.00024901703929464033,0.00531488067419488
2024-04-01 16:49:00,7634.45,7635.2,7633.6,7634.8,1109.5,0.0005043971087730286,0.005819277782967909
2024-04-01 16:59:00,7631.95,7632.65,7630.05,7630.55,351.2,-0.0005568165957292683,0.005262461187238641
2024-04-01 17:09:00,7631.15,7632.05,7630.25,7631.75,163.3,0.00015725021818104623,0.005419711405419687
2024-04-01 17:19:00,7643.0,7643.95,7641.8,7643.05,715.8,0.0014795613770922852,0.0068992727825119725
2024-04-03 10:29:00,7653.65,7656.85,7652.65,7655.85,970.7,0.0016733233090847016,0.008572596091596675
2024-04-03 10:39:00,7661.15,7663.2,7659.55,7661.45,827.6,0.0007311993953900176,0.009303795486986692
2024-04-03 10:49:00,7669.3,7670.8,7668.25,7669.8,906.8,0.001089278542274941,0.010393074029261633
2024-04-03 10:59:00,7685.65,7690.2,7684.45,7686.7,2623.7,0.0022010232569496862,0.01259409728621132
2024-04-03 11:09:00,7684.7,7686.0,7683.85,7685.1,1579.5,-0.0002081734092009983,0.012385923877010322
